"","NAME","Latitude","Longitude","Opening Hours","Street","Description1","Description2","URL Path","Website","Image Link","Image Text","Image By","Last Modified","INC_CRC","FMEL_UPD_D","X_ADDR","Y_ADDR"
"70","Bras Basah.Bugis","1.30069","103.85624","","220 Victoria Street","The Bras Basah.Bugis Precinct is the arts and heritage district in Singapore's civic centre, and home to museums and monuments.","The Bras Basah.Bugis Precinct is the vibrant arts and cultural district in the heart of Singapore's civic centre, and home to top museums and monuments.","https://www.visitsingapore.com/see-do-singapore/places-to-see/bras-basah-bugis","http://www.brasbasahbugis.sg/","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/bras-basah-bugis-carousel01-rect.jpg","There’s nowhere else quite like shopping at Bugis.","","2015-10-12T15:34:32.303+08:00","AFF0646A9479E678","1/9/2017 2:59:32 PM","30550.9479","31449.2216"
"71","SAM at 8Q & Singapore Art Museum","1.29731","103.85168","Monday to Thursday, 10am – 7pm, Friday, 10am – 9pm","8 Queen Street","An extension of the Singapore Art Museum, SAM at 8Q features contemporary art exhibitions and is home to a Moving Image Gallery, where film screenings are held.","SAM at 8Q at the Singapore Art Museum showcases the works of Singapore contemporary artists.","https://www.visitsingapore.com/see-do-singapore/arts/museums-galleries/8q-sam","","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/8q-sam-carousel01-rect.jpg","SAM at 8Q is the funkier sister of the Singapore Art Museum.","8Q at SAM","2015-11-02T18:22:04.494+08:00","BFCC9FFFED1EC200","1/9/2017 2:59:32 PM","30043.4636","31075.4746"
"72","Jamae Mosque (Masjid Chulia) Singapore","1.28311","103.84554","Daily","218 South Bridge Road","Also known as Masjid Chulia, Jamae Mosque is one of Singapore’s oldest mosques and a prominent landmark in Chinatown since the 1820s.","Jamae Mosque (or Masjid Chulia) is one of Singapore’s oldest mosques and a prominent landmark in Chinatown since the 1820s.","https://www.visitsingapore.com/see-do-singapore/culture-heritage/places-of-worship/jamae-mosque","http://www.masjidjamaechulia.sg/","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/jamae-mosque-carousel01-rect.jpg","The Jamae Mosque in Singapore is one of the oldest mosques in Singapore.","","2015-11-03T10:25:29.354+08:00","A3B7A326E3EB2A55","1/9/2017 2:59:32 PM","29360.1435","29505.3077"
"73","Institute of Contemporary Arts Singapore","1.3029","103.8516","Tuesday to Sunday, 12pm - 7pm, Closed on Monday and public holidays","LASALLE College of the Arts, 1 McNally Street","This experimental art space housed in a tertiary arts college will help you deepen your understanding of contemporary art.","Housed in a tertiary arts college, the Institute of Contemporary Arts Singapore will help you deepen your appreciation for experimental artworks.","https://www.visitsingapore.com/see-do-singapore/arts/performance-arts/institute-of-contemporary-arts","https://www.lasalle.edu.sg/ICAS/About-ICAS","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/institute-for-contemporary-art-carousel01-rect.jpg","Be inspired by the architecture and creativity at the Institute of Contemporary Arts, Singapore.","","2015-11-03T14:00:10.125+08:00","C3B4EB773B2F2888","1/9/2017 2:59:32 PM","30034.5559","31693.5879"
"74","Singapore Flyer","1.289299","103.863137","Daily, 8.30am - 10.30pm, (last admission: 10.15pm)","30 Raffles Avenue","This giant observation wheel offers 360-degree city views, a panorama that stretches to parts of Malaysia and Indonesia on a clear day.","The Singapore Flyer not only offers you stunning views of the city, but is one of the city’s most recognisable architectural icons.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/viewpoints/singapore-flyer","http://www.singaporeflyer.com","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/singapore-flyer-carousel01-rect-norender.jpg","Marvel at spectacular panoramas of the city skyline from the Singapore Flyer.","Singapore Flyer","2015-11-03T17:55:41.364+08:00","C05557DE7EEF2690","1/9/2017 2:59:32 PM","31318.5367","30189.6714"
"75","Marina Bay Sands®","1.283456","103.86081","SkyPark<sup® Operating Hours - Monday to Thursday, 9:30am – 10pm, Friday to Sunday, 9:30am – 11pm, Shoppes Daily, 10am – 10pm (hours vary by store)","10 Bayfront Avenue","A feat of engineering, an architectural statement and a sheer aesthetic triumph, Marina Bay Sands<sup>®</sup> has upped the ante for buildings in Singapore.","Superlatives naturally spring to mind when beholding Marina Bay Sands®. Its bold, swooping curves, steep slopes, and soaring spaces defy gravity and evoke awe.","https://www.visitsingapore.com/see-do-singapore/architecture/modern/marina-bay-sands","http://www.marinabaysands.com","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/marina-bay-sands-carousel01-rect.jpg","The breathtaking Marina Bay Sands is a sheer modern architectural triumph.","","2015-11-02T09:44:49.007+08:00","7331E4DE918716B1","1/9/2017 2:59:32 PM","31059.5684","29543.5798"
"76","Marina Barrage","1.28063","103.87159","Marina Barrage - All day  Information Counter Daily, 9am – 9pm","8 Marina Gardens Drive","This innovative facility not only supplies water to Singaporeans and helps alleviate floods but also doubles up as a place for family fun.","The Marina Barrage not only supplies water to Singaporeans and helps alleviate floods but also doubles up as a place for family fun.","https://www.visitsingapore.com/see-do-singapore/architecture/modern/marina-barrage","https://www.pub.gov.sg/marinabarrage","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/marina-barrage-carousel01-rect.jpg","More than just an ordinary dam, the Marina Barrage is an ideal recreational space.","Public Utilities Board","2015-11-02T09:24:23.885+08:00","440F954B01E14F36","1/9/2017 2:59:32 PM","32259.2983","29231.1107"
"77","Henderson Waves Bridge","1.276242","103.815254","Daily, 24 hours","Henderson Road","Lush jungle is broken up with a seriously creative twist in the fantastic form of the Henderson Waves bridge.","With the Henderson Waves bridge, form meets function to stunning effect.","https://www.visitsingapore.com/see-do-singapore/architecture/modern/henderson-waves","http://www.nparks.gov.sg","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/henderson-waves-carousel01-rect.jpg","Explore some of the city’s best parks and trails, such as the Southern Ridges Walk.","Andrew Tan","2015-11-02T09:47:06.929+08:00","56F60ECCB016AE60","1/9/2017 2:59:32 PM","25989.5445","28745.9388"
"78","Labrador Nature Reserve","1.265833","103.801944","","Labrador Villa Road","With its rich biodiversity and war relics, nature lovers and history enthusiasts will find plenty to do at Labrador Nature Reserve.","With its rich biodiversity and war relics, nature lovers and history enthusiasts will find plenty to do at Labrador Nature Reserve.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/labrador-nature-reserve","http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=naturereserves&id=48","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/labrador-nature-reserve-carousel01-rect.jpg","Labrador Nature Reserve in Singapore is a beautiful park that is rich with biodiversity.","National Parks Board","2015-03-30T12:57:27.648+08:00","DF0BE5AB0C7698B5","1/9/2017 2:59:32 PM","24508.2441","27594.9243"
"79","Marina Bay Singapore","1.280285","103.856454","","11 Marina Boulevard","Marina Bay represents all things modern and super-stylish, from trendy dining destinations to exciting leisure spots.","Marina Bay represents all things modern and super-stylish in Singapore, from trendy dining destinations to fun leisure spots.","https://www.visitsingapore.com/see-do-singapore/places-to-see/marina-bay-area","http://www.marina-bay.sg","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/marina-bay-area-carousel01-rect.jpg","Marina Bay Sands® is an integrated resort with experiences like no other.","","2015-07-23T09:42:57.583+08:00","5AD21888722F3184","1/9/2017 2:59:32 PM","30574.7846","29192.92"
"80","Marina Bay Sands","1.283879","103.85899","Opening hours varies. Please visit the official website for more information.","10 Bayfront Avenue","This iconic integrated resort boasts luxury accommodations, upscale shopping and an infinity pool with unparalleled views of the city.","Marina Bay Sands® boasts luxury accommodations, upscale shopping and an infinity pool with unparalleled views of the city.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/resorts/marina-bay-sands","http://www.marinabaysands.com/index.html","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/marina-bay-sands-carousel01-rect.jpg","","","2015-09-01T15:35:42.052+08:00","DACF0BC7DBD1F3ED","1/9/2017 2:59:32 PM","30857.017","29590.2956"
"81","Chek Jawa","1.407866","103.96371","","Chek Jawa, Pulau Ubin","A world away from shopping malls and glitzy hotels, this natural wonder is one of Singapore’s richest eco-systems.","A world away from shopping malls and glitzy hotels, the natural wonder of Chek Jawa is one of Singapore’s richest eco-systems.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/chek-jawa","https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/pulau-ubin-and-chek-jawa/what-to-see/about-chek-jawa","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/chek-jawa-carousel03-rect-norender.jpg","Bird lovers can spot rare species from a 21-metre tall viewing tower at Chek Jawa.","National Parks Board","2015-09-07T14:06:03.482+08:00","FBA8545CF13B27A4","1/9/2017 2:59:32 PM","42510.7668","43300.5908"
"82","Merlion Park","1.286862","103.854552","","One Fullerton","Half-fish and half-lion, the iconic Merlion resides at the waterfront Merlion Park.","Merlion Park houses a Singapore icon that is half-fish and half-lion, and famous throughout the world.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/viewpoints/merlion-park","","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/merlion-park-skypark-carousel01-rect.jpg","Come and see the Singapore icon that is half-fish and half-lion at the Merlion Park.","","2015-10-06T17:28:25.792+08:00","AD52332D06E3A687","1/9/2017 2:59:32 PM","30363.1014","29920.191"
"83","Marina Bay Sands® SkyPark","1.283456","103.86081","Monday to Thursday, 9.30am - 10pm.Friday to Sunday, 9.30am - 11pm","Level 57, 10 Bayfront Avenue","The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.","The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/viewpoints/marina-bay-sands-skypark","http://www.marinabaysands.com/sands-skypark.html","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/marina-bay-sands-skypark-carousel01-rect.jpg","Take in stunning views from an infinity pool and observation deck in the clouds at the Marina Bay Sands SkyPark.","Andrew Tan","2015-09-28T18:27:45.210+08:00","7331E4DE725ACB11","1/9/2017 2:59:32 PM","31059.5684","29543.5798"
"84","Resorts World Sentosa","1.25675","103.82033","Opening hours differ for the various attractions.","8 Sentosa Gateway, Sentosa Island","Experience endless excitement at Resorts World Sentosa with a variety of attractions and entertainment hot spots.","Whether it’s themes parks, world-class performances or celebrity restaurants, you’ll never run out of things to do at Resorts World™ Sentosa.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/resorts/resorts-world-sentosa","http://www.rwsentosa.com","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/resorts-world-sentosa-carousel01-rect.jpg","From world-class theme parks to celebrity restaurants, Resorts World Sentosa has it all.","Resort World Sentosa","2015-09-28T18:21:18.109+08:00","97EC9874CBC2984E","1/9/2017 2:59:32 PM","26554.4633","26590.5558"
"85","Singapore Garden & Singapore Park","1.280569","103.817589","","Henderson Road, Mount Faber Park, Telok Blangah Hill Park","This 10-km stretch of connecting trails lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat.","The Southern Ridges is a 10-km stretch of connecting trails which lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/the-southern-ridges","","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/resorts-world-sentosa-carousel01-rect.jpg","From world-class theme parks to celebrity restaurants, Resorts World Sentosa has it all.","Resort World Sentosa","2015-09-09T09:59:33.518+08:00","39CD82A0379D4F2E","1/9/2017 2:59:32 PM","26249.4255","29224.3391"
"86","Sungei Buloh","1.44672","103.730149","","301 Neo Tiew Crescent","This ecological wonder will transport you into a world rich in animal and plant life.","The ecological wonder of Sungei Buloh will transport you into a world rich in animal and plant life.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/reserves/sungei-buloh-wetland-reserve","https://www.nparks.gov.sg/sbwr","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/the-southern-ridges-carousel01-rect.jpg","Get up close with a wide variety of flora and fauna in their natural habitat at this Singapore Garden.","National Parks Board","2015-10-02T15:32:19.572+08:00","EED34843F02C6863","1/9/2017 2:59:32 PM","16518.8453","47596.7259"
"87","S.E.A. Aquarium","1.257355","103.819493","Open daily at 10am.Closing time varies. Please visit the official website for more information.","8 Sentosa Gateway, Sentosa Island","Immerse yourself underwater at the S.E.A. Aquarium™ and discover more than 100,000 marine animals.","Immerse yourself underwater at the S.E.A. Aquarium™ and take a look into the planet’s largest window to the ocean.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/sea-aquarium","http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/sungei-buloh-wetland-reserve-carousel01-rect.jpg","Explore a world rich with animal and plant life at the Sungei Buloh Wetland Reserve.","","2015-10-02T15:23:07.822+08:00","504E99BC0FDD6619","1/9/2017 2:59:32 PM","26461.3339","26657.443"
"88","Singapore River","1.28848","103.84676","","10 Eu Tong Sen Street","Get to know historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. After all, this is where it all began.","Get to know the historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. This, after all, is where it all began.","https://www.visitsingapore.com/see-do-singapore/places-to-see/singapore-river","http://singapore-river.com/","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/singapore-river-carousel01-rect.jpg","Take a stroll along the Singapore River and see how the city came to be.","","2015-10-12T15:16:52.053+08:00","43818DD77EF103C0","1/9/2017 2:59:32 PM","29495.9162","30099.0953"
"89","Joo Chiat/Katong","1.30589","103.90448","","113 East Coast Road","Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in this charming corner of eastern Singapore.","Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in Joo Chiat/Katong, a charming corner of eastern Singapore.","https://www.visitsingapore.com/see-do-singapore/places-to-see/joochiat-katong","","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/joochiat-katong-carousel01-rect.jpg","Spend a day exploring heritage shophouses and quaint stores at Joo Chiat/Katong.","","2015-10-12T15:49:21.359+08:00","C320AD45AD17F6CE","1/9/2017 2:59:32 PM","35919.6114","32024.3114"
"90","Sentosa Island","1.24883","103.82809","","33 Allanbrooke Road","Sentosa Island is Singapore’s favourite leisure destination with exciting attractions, golden beaches, luxe retreats and the country’s first integrated resort.","Sentosa Island is Singapore’s favourite leisure destination, with more than 500 hectares filled with exciting attractions, golden beaches, luxe retreats and the country’s first integrated resort, Resorts World Sentosa.","https://www.visitsingapore.com/see-do-singapore/places-to-see/sentosa","http://www.sentosa.com.sg","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/sentosa-carousel01-rect-norender.jpg","Get ready for laughs, thrills and loads of fun in the sun at Sentosa Island.","","2015-10-12T15:13:28.117+08:00","82152B05319F78C4","1/9/2017 2:59:32 PM","27418.0944","25714.8003"
"91","Chinatown Singapore","1.2817","103.843771","","2 Banda Street","Singapore’s historic Chinatown is a bustling mix of old and new, filled with traditional shops and markets as well as cool stores and cafes.","Singapore’s legendary Chinatown is a bustling mix of old and new, filled with traditional shops and night markets as well as cool stores and cafes.","https://www.visitsingapore.com/see-do-singapore/places-to-see/chinatown","http://www.chinatown.sg/","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/chinatown-carousel01-rect.jpg","Chinatown, Singapore is a bustling mix of old-world charm and modern delights.","","2015-10-12T14:54:36.802+08:00","357ABB3D644A29BE","1/9/2017 2:59:32 PM","29163.269","29349.3962"
"92","Buddha Tooth Relic Temple & Museum","1.28162","103.84438","Daily, 7am – 7pm","288 South Bridge Road","This Tang-styled Chinese Buddhist temple in Chinatown gets its name from what the Buddhists regard as the Sacred Buddha Tooth Relic.","The Buddha Tooth Relic Temple & Museum is a Tang-styled Chinese Buddhist temple in Chinatown that gets its name from the Sacred Buddha Tooth Relic.","https://www.visitsingapore.com/see-do-singapore/culture-heritage/places-of-worship/buddha-tooth-relic-temple-museum","http://www.btrts.org.sg/","","","","2015-11-02T10:18:49.556+08:00","60351D8420176D9C","1/9/2017 2:59:32 PM","29231.0456","29340.5505"
"93","National Gallery Singapore","1.290141","103.851356","Effective from 24 November 2015, Sunday to Thursday and  public holidays,10am - 7pm ,Friday to Saturday and  eve of public holidays, 10am - 10pm","1 St Andrew's Road","Take in the region’s newest and largest museum of modern Singapore and Southeast Asian art housed within two of Singapore’s awe-inspiring national monuments.","Take in the region’s newest and largest museum of modern Singapore and Southeast Asian art housed within two of Singapore’s awe-inspiring national monuments.","https://www.visitsingapore.com/see-do-singapore/arts/museums-galleries/national-gallery-singapore","http://www.nationalgallery.sg","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/1095-national-gallery-singapore-carousel-01-rec.jpg","","©Darren Soh/National Gallery","2015-10-23T18:03:40.939+08:00","F78C1C13360F524A","1/9/2017 2:59:32 PM","30007.4108","30282.7631"
"94","Universal Studios Singapore™ Theme Park","1.254042","103.823808","Open daily at 10am.Closing time varies. Please visit the official website for more information.","8 Sentosa Gateway, Sentosa Island","Step into the glamorous world of movies at this world-class theme park located within Resorts World Sentosa™.","Universal Studios Singapore™ at Resorts World™ Sentosa is a movie-themed entertainment park that the whole family can enjoy.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/fun-things-to-do/universal-studios-singapore","http://www.rwsentosa.com/language/en-US/Homepage/Attractions/UniversalStudiosSingapore","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/universal-studios-singapore-carousel01-rect.jpg","Southeast Asia's first Hollywood movie theme park offers a dizzying selection of entertainment offerings.","","2015-09-29T15:30:43.563+08:00","2CEF397B4E9D81C5","1/9/2017 2:59:32 PM","26941.5389","26291.1174"
"95","Singapore Science Centre","1.33295","103.735872","Science Centre Singapore Daily, 10am – 6pm(last admission: 5.15pm) .Omni Theatre Daily, 12pm – 6pm (last show: 6pm) . Snow City Daily, 10am – 6pm (last admission: 5pm) School and public holidays, 10am – 7pm (last admission: 6pm)","15 Science Centre Road","This enlightening attraction holds the largest collection of educational materials devoted to science in Singapore.","Singapore Science Centre holds the largest collection of educational materials devoted to science in the country.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/fun-things-to-do/science-centre","http://www.science.edu.sg/Pages/SCBHome.aspx","","Adults and kids of all ages who are not even science buffs will have fun at the Singapore Science Centre.","","2015-09-22T10:24:38.376+08:00","6BA91589CAD5F3C9","1/9/2017 2:59:32 PM","17155.207","35016.5698"
"96","Fuk Tak Chi Museum & Places of Interest","1.28292","103.84887","Daily, 10am – 10pm","76 Telok Ayer Street","Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.","Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.","https://www.visitsingapore.com/see-do-singapore/culture-heritage/heritage-discovery/fuk-tak-chi-museum","http://www.fareastsquare.com.sg/home/index.aspx?key=fuktakchimuseum","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/fuk-tak-chi-carousel02-rect.jpg","Marvel at the Fuk Tak Chi Museum's carefully restored architecture in the heart of Chinatown.","Joel Chua DY","2015-09-08T15:13:53.486+08:00","697FB4131D466CAF","1/9/2017 2:59:32 PM","29730.7451","29484.3004"
"97","Katong Antique House Singapore","1.30726","103.90714","Daily, 11am – 4.30pm","208 East Coast Road","Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.","Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.","https://www.visitsingapore.com/see-do-singapore/culture-heritage/heritage-discovery/katong-antique-house","","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/katong-antique-house-carousel01-rect.jpg","Marvel at antiques and heirlooms worthy of any museum collection at the Katong Antique House.","","2015-09-08T14:39:06.950+08:00","EEE9BA07393BE752","1/9/2017 2:59:32 PM","36215.6407","32175.8076"
"98","Chinese Garden Singapore","1.338611","103.73","Daily, 6am – 11pm","1 Chinese Garden Road","A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.","A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/chinese-garden","http://www.nhb.gov.sg/resources/virtual-exhibitions-and-tours/walking-through-heritage/chinese-garden","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/chinese-garden-carousel01-rect.jpg","Step back in time to ancient China at the beautiful Chinese Garden, Singapore.","Vincent Chong","2015-10-02T11:19:38.384+08:00","F6B5F576D5EBDFC7","1/9/2017 2:59:32 PM","16501.7399","35642.5618"
"99","East Coast Park Singapore","1.300784","103.912187","","Along East Coast Parkway and East Coast Park Service Road","With so many attractions packed into this 15-km stretch of beaches, you’ll never run out of things to do.","With so many attractions packed into the 15-km stretch of beaches at East Coast Park, you’ll never run out of things to do.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/east-coast-park","http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=14&Itemid=371","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/east-coast-park-carousel03-rect.jpg","Whether you prefer water sports, rollerblading or cycling, find a myriad of things to do at East Coast Park, Singapore.","Joel Chua DY","2015-10-02T14:29:32.607+08:00","7857B89E1D54DD1E","1/9/2017 2:59:32 PM","36777.3479","31459.7412"
"100","Fort Canning Park","1.295382","103.846509","","Bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road","Whether you’re a history buff, music fan or nature lover, this historic landmark on a hill is full of surprises.","Whether you’re a history buff, music fan or nature lover, this historic Fort Canning Park has something for everyone.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/fort-canning-park","http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16Th","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/fort-canning-park-carousel01-rect.jpg","Take a stroll back in time at Fort Canning Park, Singapore - a landmark full of history.","Joel Chua DY","2015-10-02T14:32:42.018+08:00","F169EFB0AF75CC3C","1/9/2017 2:59:32 PM","29467.9781","30862.2827"
"101","Kusu Island","1.223097","103.860523","","Kusu Island","If you’re looking for local heritage off the beaten track with a good dash of nature, Kusu Island hits the spot.","Kusu Island lies to the south of Singapore, and has a wonderful mix of local heritage and beach activities.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/singapore-islands/kusu-island","http://www.sentosa.com.sg/en/nature/southern-islands/kusu-island/","","","","2015-09-09T09:44:33.992+08:00","986FE9B794D5E201","1/9/2017 2:59:32 PM","31027.7192","22869.3386"
"102","Jurong Bird Park","1.318706","103.706442","Daily, 8.30am - 6pm","2 Jurong Hill","Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.","Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/fun-with-animals/jurong-bird-park","http://www.birdpark.com.sg","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/jurong-bird-park-carousel01-rect.jpg","Enjoy close encounters with some of our prettiest and rarest feathered friends at the Jurong Bird Park.","","2015-09-22T10:10:33.155+08:00","7A39FA60326C4AE3","1/9/2017 2:59:32 PM","13879.8679","33441.6866"
"103","HortPark","1.279069","103.799724","Daily, 6am –10pm","33 Hyderabad Road","Lose yourself in this dreamscape of stunning gardens that will make you forget the bustle of city.","HortPark is a gorgeous collection of stunning gardens and plants that will make you  forget about the bustle of city.","https://www.visitsingapore.com/see-do-singapore/nature-wildlife/parks-gardens/hortpark","http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=17&Itemid=73","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/hortpark-carousel01-rect.jpg","Escape the buzz of the city at HortPark, Singapore.","National Parks Board","2015-09-09T09:47:25.899+08:00","E60460B170B57ADD","1/9/2017 2:59:32 PM","24261.1939","29058.496"
"104","Adventure Cove Waterpark™ Singapore","1.257339","103.819525","Daily, 10am – 6pm","8 Sentosa Gateway, Sentosa Island","Make a big splash at this aquatic adventure park at Resorts World™ Sentosa.","Adventure Cove Waterpark™ Singapore at Resorts World™ Sentosa promises a day of wet and wild fun in the sun.","https://www.visitsingapore.com/see-do-singapore/recreation-leisure/fun-things-to-do/adventure-cove","http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark","www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg","Adventure Cove Waterpark™, Singapore is the perfect place to have fun with loved ones.","","2015-09-23T19:20:35.693+08:00","8745BEC88DC191EB","1/9/2017 2:59:32 PM","26464.9175","26655.6626"
